"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info""";;;;;;;;;;;;;;;;;;time 2;time 1;delay; delay2 ;delay 1;   jitter
"3866,""47.192963"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=2623 Ack=559573 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3867,""47.198729"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=559573 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3868,""47.198893"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=560933 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3869,""47.198952"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=2623 Ack=562293 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3870,""47.199405"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=658771 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3871,""47.206513"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=738928 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3872,""47.240538"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=660131 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3873,""47.267743"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52746 [ACK] Seq=567733 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3874,""47.267858"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3869#1] 52746  >  80 [ACK] Seq=2623 Ack=562293 Win=515 Len=0 SLE=567733 SRE=569093""";;;;;;;;;;;;;;;;;;;;;;;
"3875,""47.273474"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=569093 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3876,""47.273598"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3869#2] 52746  >  80 [ACK] Seq=2623 Ack=562293 Win=515 Len=0 SLE=567733 SRE=570453""";;;;;;;;;;;;;;;;;;;;;;;
"3877,""47.279686"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=744368 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3878,""47.279797"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3871#1] 52755  >  80 [ACK] Seq=5245 Ack=738928 Win=515 Len=0 SLE=744368 SRE=745728""";;;;;;;;;;;;;;;;;;;;;;;
"3879,""47.280078"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52747 [ACK] Seq=661491 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3880,""47.280117"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3872#1] 52747  >  80 [ACK] Seq=4371 Ack=660131 Win=515 Len=0 SLE=661491 SRE=662851""";;;;;;;;;;;;;;;;;;;;;;;
"3881,""47.280480"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=662851 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3882,""47.280516"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3872#2] 52747  >  80 [ACK] Seq=4371 Ack=660131 Win=515 Len=0 SLE=661491 SRE=664211""";;;;;;;;;;;;;;;;;;;;;;;
"3883,""47.299485"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=570453 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3884,""47.299606"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3869#3] 52746  >  80 [ACK] Seq=2623 Ack=562293 Win=515 Len=0 SLE=567733 SRE=571813""";;;;;;;;;;;;;;;;;;;;;;;
"3885,""47.315538"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=738928 Ack=5245 Win=170 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3886,""47.315661"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5245 Ack=740288 Win=515 Len=0 SLE=744368 SRE=745728""";;;;;;;;;;;;;;;;;;;;;;;
"3887,""47.349508"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52746 [ACK] Seq=562293 Ack=2623 Win=145 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3888,""47.349636"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52746  >  80 [ACK] Seq=2623 Ack=563653 Win=515 Len=0 SLE=567733 SRE=571813""";;;;;;;;;;;;;;;;;;;;;;;
"3889,""47.363516"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=740288 Ack=5245 Win=170 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3890,""47.363629"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5245 Ack=741648 Win=515 Len=0 SLE=744368 SRE=745728""";;;;;;;;;;;;;;;;;;;;;;;
"3891,""47.363897"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=741648 Ack=5245 Win=170 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3892,""47.363931"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5245 Ack=743008 Win=515 Len=0 SLE=744368 SRE=745728""";;;;;;;;;;;;;;;;;;;;;;;
"3893,""47.369403"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52747 [ACK] Seq=660131 Ack=4371 Win=175 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3894,""47.369518"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=664211 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3895,""47.397842"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52746 [ACK] Seq=563653 Ack=2623 Win=145 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3896,""47.397842"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52746 [ACK] Seq=566373 Ack=2623 Win=145 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3897,""47.397969"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52746  >  80 [ACK] Seq=2623 Ack=565013 Win=515 Len=0 SLE=567733 SRE=571813""";;;;;;;;;;;;;;;;;;;;;;;
"3898,""47.398073"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3897#1] 52746  >  80 [ACK] Seq=2623 Ack=565013 Win=515 Len=0 SLE=566373 SRE=571813""";;;;;;;;;;;;;;;;;;;;;;;
"3899,""47.398312"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=571813 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3900,""47.398347"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3897#2] 52746  >  80 [ACK] Seq=2623 Ack=565013 Win=515 Len=0 SLE=566373 SRE=573173""";;;;;;;;;;;;;;;;;;;;;;;
"3901,""47.398829"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52746 [ACK] Seq=565013 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3902,""47.398883"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=2623 Ack=573173 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3903,""47.413572"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=745728 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3904,""47.413686"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3892#1] 52755  >  80 [ACK] Seq=5245 Ack=743008 Win=515 Len=0 SLE=744368 SRE=747088""";;;;;;;;;;;;;;;;;;;;;;;
"3905,""47.414043"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=747088 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3906,""47.414078"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3892#2] 52755  >  80 [ACK] Seq=5245 Ack=743008 Win=515 Len=0 SLE=744368 SRE=748448""";;;;;;;;;;;;;;;;;;;;;;;
"3907,""47.414282"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52755 [ACK] Seq=743008 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3908,""47.414332"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=748448 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3909,""47.435487"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=573173 Ack=2623 Win=145 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3910,""47.435741"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1329"",""80  >  52746 [PSH, ACK] Seq=574533 Ack=2623 Win=145 Len=1275 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3911,""47.435818"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=2623 Ack=575808 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3912,""47.456595"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=748448 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3913,""47.462555"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=749808 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3914,""47.462661"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=751168 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3915,""47.462949"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=751168 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3916,""47.503057"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=752528 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3917,""47.509683"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=752528 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3918,""47.515708"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=753888 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3919,""47.515818"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=755248 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3920,""47.516202"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=755248 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3921,""47.549636"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=756608 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3922,""47.549756"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=757968 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3923,""47.563717"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=757968 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3924,""47.563872"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=759328 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3925,""47.563927"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=760688 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3926,""47.589738"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=760688 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3927,""47.595733"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=762048 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3928,""47.595848"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=763408 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3929,""47.613479"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=763408 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3930,""47.613636"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=764768 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3931,""47.613711"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=766128 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3932,""47.669685"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=766128 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3933,""47.675659"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=767488 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3934,""47.675770"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=768848 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3935,""47.676045"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=768848 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3936,""47.676308"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=770208 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3937,""47.676349"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=771568 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3938,""47.757589"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=771568 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3939,""47.757589"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=774288 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3940,""47.757737"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5245 Ack=772928 Win=515 Len=0 SLE=774288 SRE=775648""";;;;;;;;;;;;;;;;;;;;;;;
"3941,""47.758399"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=775648 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3942,""47.758483"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3940#1] 52755  >  80 [ACK] Seq=5245 Ack=772928 Win=515 Len=0 SLE=774288 SRE=777008""";;;;;;;;;;;;;;;;;;;;;;;
"3943,""47.758816"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=777008 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3944,""47.758862"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3940#2] 52755  >  80 [ACK] Seq=5245 Ack=772928 Win=515 Len=0 SLE=774288 SRE=778368""";;;;;;;;;;;;;;;;;;;;;;;
"3945,""47.759148"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52755 [ACK] Seq=772928 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3946,""47.759209"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=778368 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3947,""47.829766"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=778368 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3948,""47.835754"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=779728 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3949,""47.835865"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=781088 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3950,""47.836228"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=783808 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3951,""47.836273"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3949#1] 52755  >  80 [ACK] Seq=5245 Ack=781088 Win=515 Len=0 SLE=783808 SRE=785168""";;;;;;;;;;;;;;;;;;;;;;;
"3952,""47.836644"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52755 [ACK] Seq=781088 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3953,""47.836680"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5245 Ack=782448 Win=515 Len=0 SLE=783808 SRE=785168""";;;;;;;;;;;;;;;;;;;;;;;
"3954,""47.841534"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=782448 Ack=5245 Win=170 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3955,""47.841659"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=785168 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3956,""47.917640"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=785168 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3957,""47.923805"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52755 [ACK] Seq=786528 Ack=5245 Win=170 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3958,""47.923917"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=789248 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3959,""47.924265"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=789248 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3960,""47.924300"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=790608 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3961,""47.924668"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=790608 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3962,""47.965250"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=791968 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3963,""47.989667"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=791968 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3964,""47.995797"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=793328 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3965,""47.995893"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=794688 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3966,""47.996169"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=794688 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3967,""47.996367"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=796048 Ack=5245 Win=170 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3968,""47.996392"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=797408 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3969,""48.001521"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1331"",""80  >  52755 [PSH, ACK] Seq=797408 Ack=5245 Win=170 Len=1277 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3970,""48.042114"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5245 Ack=798685 Win=510 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3971,""48.427974"",""192.168.43.22"",""192.229.232.240"",""HTTP"",""491"",""GET /filestreamingservice/files/4e6356d9-c60d-444b-bf25-60a1b6fce4a6?P1=1602184095&P2=402&P3=2&P4=igOKERQ8NS2eqL4M79k%2bS7em8HkdWuvb5WfomKqVxuMmqJ4NqA15LDRKKMjm6CjHdBOZOxwASQrneO0EAiZZMA%3d%3d HTTP/1.1 """;;;;;;;;;;;;;;;;;;;;;;;
"3972,""48.518565"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Spurious Retransmission] 80  >  52747 [ACK] Seq=660131 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3973,""48.518669"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3894#1] 52747  >  80 [ACK] Seq=4371 Ack=664211 Win=515 Len=0 SLE=660131 SRE=661491""";;;;;;;;;;;;;;;;;;;;;;;
"3974,""48.565448"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=664211 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3975,""48.565598"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=665571 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3976,""48.565679"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=666931 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3977,""48.629703"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=666931 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3978,""48.635725"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=668291 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3979,""48.635839"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=669651 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3980,""48.749324"",""192.168.43.22"",""192.229.232.240"",""TCP"",""491"",""[TCP Retransmission] 52748  >  80 [PSH, ACK] Seq=6556 Ack=1045841 Win=515 Len=437""";;;;;;;;;;;;;;;;;;;;;;;
"3981,""48.827782"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=1045841 Ack=6993 Win=181 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
